IdVenta,IdCliente,IdProducto,Precio,Cantidad
8531,1489,42896,515,20
8564,305,43005,42100,2
8574,1785,42992,570,20
8596,1688,43003,44200,3
8622,899,43019,41300,1
8675,783,43023,643,20
8687,373,42929,321,20
8694,416,43005,42100,30
8709,2263,42770,3597.22,30
8713,2214,42786,79574,2
8736,1369,42784,174878,1
8766,3142,42883,49800,2
8811,169,42891,51500,2
8838,171,42904,13500,1
8885,1195,43010,387,20
8891,3003,43034,1004,20
8953,934,42947,297400,1
8959,1743,42890,51500,2
8979,1734,42755,107932,3
8995,2977,42776,1423.4,20
9001,2619,42788,42196,2
9017,65,42761,1384.46,30
9033,1158,42856,48100,2
9036,990,42878,56000,3
9043,810,42849,154200,1
9067,585,42864,19900,1
9096,1489,42896,515,20
9144,1469,42987,4560000,1
9164,3237,42993,507,30
9177,3372,43035,1159,20
9204,1071,42954,255400,3
9208,2687,42769,3039.08,20
9211,146,42767,3485.68,30
9287,1545,42761,1384.46,30
9306,909,42799,1536.04,30
9337,3365,42870,17800,2
9374,1164,42949,2015,30
9378,2699,42899,199,20
9427,42,42976,216,30
9455,1422,42958,376300,3
9483,1172,42910,150200,2
9529,1776,42882,498,20
9567,1362,42776,1423.4,30
9572,186,42756,638.66,20
9587,2022,42776,1423.4,20
9602,2028,42882,49800,2
9608,1273,42845,823.24,30
9643,1302,42897,51500,2
9662,1624,42920,78900,3
9736,1113,42995,36400,2
9913,809,42859,61000,2
9964,2089,42914,148900,20
10018,1407,43016,45400,3
10026,2128,43030,117500,3
10030,947,43020,562,20
10201,3345,42841,353.32,20
10205,586,42945,3210,20
10255,1742,42952,3978,30
10396,2124,42771,2554.2,20
10502,1244,42900,24500,2
10508,900,42892,515,20
10532,1501,42971,2762,20
10541,597,42964,282400,2
10553,850,43009,56300,3
10606,962,42990,35300,2
10618,3358,42798,1556.28,20
10634,416,43024,50800,1
10695,688,42814,36982,2
10699,722,42794,305.36,20
10777,2699,42899,199,20
10797,540,42911,178900,2
10804,165,42893,51500,3
10808,2105,42918,78900,2
10850,1460,42998,52900,3
10909,3359,42878,56000,30
10996,2034,42773,870364,2
10997,330,42755,107932,2
11016,2028,42882,498,20
11020,3284,42848,158800,2
11036,580,42862,512,30
11037,2761,42858,50500,2
11106,2069,42999,54700,3
11190,2812,42798,1556.28,30
11192,2719,42843,684.2,30
11198,1246,42932,156,20
11228,2326,42891,515,20
11240,1587,43042,1121,20
11318,1634,42825,554.18,20
11385,1676,42996,518,20
11408,1122,42966,341500,20
11412,1991,42969,3839,20
11417,3236,42957,278900,2
11427,1190,43033,118200,2
11483,3144,42971,276200,2
11486,464,42998,52900,2
11502,2299,42866,199,30
11505,2621,42925,300,2
11518,1196,42756,638.66,20
11523,1718,42757,1784.42,20
11558,2322,42786,79574,3
11609,613,42891,51500,3
11673,1991,42969,383900,1
11804,2675,42775,3206.06,20
11822,1260,42817,81312,2
11887,1306,42923,753,30
11906,1353,42993,50700,2
11917,3369,42963,235500,2
11924,417,42976,21600,2
11956,3248,43030,117500,3
12036,108,43019,413,20
12037,92,43037,113700,3
12054,1278,42810,128282,2
12112,178,42884,49800,1
12127,889,42837,43032,3
12172,2059,42886,49800,1
12214,1587,42978,112,30
12274,1953,42960,4125,20
12312,2268,43031,1191,20
12335,169,42796,45782,1
12349,578,42796,45782,1
12386,378,42841,35332,3
12430,1916,42899,19900,2
12475,2200,42974,214,20
12479,3202,42968,344500,1
12482,1587,42978,112,30
12613,719,42818,1907.62,30
12637,1424,42789,21802,20
12643,2532,42877,56000,2
12653,1937,42822,81686,3
12763,2776,43018,43700,2
12775,554,42788,421.96,20
12903,104,42756,63866,3
12958,2293,42863,398,30
12973,458,42907,456,100
13001,1983,42889,51500,1
13014,826,42986,35400,2
13030,3202,42968,3445,20
13042,274,42997,48500,2
13049,1252,42957,278900,3
13079,1695,42796,45782,2
13127,1117,43017,35800,1
13158,671,42763,2118.38,30
13161,607,42794,30536,2
13164,18,42737,165800,30
13188,2,42755,107932,1
13266,1540,42946,217300,1
13274,1740,42984,25800,2
13298,3202,42968,344500,3
13339,1865,42880,560,20
13353,1486,42934,178900,2
13373,2787,42901,19600,2
13378,1017,42960,412500,1
13402,224,42789,21802,1
13472,2941,42921,75600,2
13507,854,42889,51500,1
13537,1519,42977,11100,1
13544,1653,42963,235500,20
13549,1198,42960,4125,20
13554,1784,42990,35300,2
13564,853,43035,115900,2
13580,2621,42888,49800,1
13596,1819,42839,35332,1
13598,2669,42898,51500,1
13624,1702,43024,50800,2
13630,703,42754,1237.5,20
13659,2935,42780,402886,1
13663,789,42861,54200,2
13685,893,42833,819.06,30
13694,1599,42852,15200,2
13695,3218,42862,512,20
13728,3279,42930,156,30
13760,1847,42925,300,2
13778,341,43006,519,20
13815,789,43032,95300,2
13824,1441,42996,51800,1
13835,1569,42798,1556.28,30
13926,3264,42867,199,20
13943,1460,42873,56000,2
13988,338,42905,45600,2
14012,1469,42966,341500,2
14032,1043,42959,4141,30
14079,2621,42888,49800,1
14114,56,42858,50500,3
14171,2532,42858,50500,3
14177,725,42872,56000,2
14263,3039,42996,518,20
14264,1810,43009,563,30
14294,3013,43016,45400,2
14296,1122,42988,59800,1
14311,1737,43024,508,20
14382,1618,42815,599.5,20
14390,104,42783,2452.34,20
14530,1040,43017,35800,3
14551,196,42772,6569.86,30
14565,1563,42976,21600,2
14576,903,42831,369.6,20
14667,2720,42941,2971,30
14673,1303,42934,178900,2
14709,820,42927,9100,3
14724,1404,42966,341500,3
14830,634,42831,369.6,30
14839,3304,42893,51500,2
14876,2646,42763,211838,1
14887,2027,42814,36982,1
14930,815,42845,82324,3
14972,1796,42951,304300,1
14996,1491,42895,51500,3
15026,2716,42969,3839,20
15050,2109,43034,100400,2
15082,3080,42959,4141,30
15182,1083,42755,107932,2
15201,1954,42821,653.62,20
15228,1996,42845,823.24,30
15237,1062,42944,368600,1
15270,2012,42906,321,20
15355,575,42848,158800,2
15407,1594,42917,1351.35,1
15408,1653,42909,1500,20
15433,1861,42765,1938.42,200
15487,537,42835,818.84,30
15503,237,42847,2846.58,30
15507,1626,42873,56000,2
15517,2148,42916,1356,20
15522,2956,42897,51500,1
15547,224,42926,79,20
15583,1187,42957,2789,30
15596,3066,42957,2789,20
15620,1422,43023,64300,2
15649,635,43019,41300,1
15704,476,42966,3415,30
15717,1725,42816,125488,2
15742,721,42757,1784.42,30
15821,970,42935,245600,2
15840,1292,42887,49800,3
15855,2621,42970,300100,3
15866,3401,42989,41300,2
15876,1681,42996,518,20
15929,635,43019,413,20
15954,505,42786,79574,2
15965,3304,42893,51500,1
16029,784,42865,19900,3
16034,123,42865,199,20
16114,2020,42911,1789,30
16120,2161,42912,165400,3
16142,2,42974,214,20
16180,31,43027,46100,2
16233,1996,42779,955504,3
16245,2019,42912,165400,3
16254,2120,42946,217300,1
16261,3383,42991,43800,3
16274,854,42799,153604,3
16284,994,42814,36982,2
16312,368,42848,158800,1
16331,1580,42854,1115,20
16341,3003,42834,818.84,30
16350,145,42899,19900,2
16357,1332,42927,91,30
16398,1631,42960,4125,30
16405,1542,42970,300100,2
16423,2280,42971,276200,2
16459,462,43031,119100,3
16466,2754,42782,33739200,1
16473,149,42976,216,20
16494,1415,42898,51500,2
16502,505,42786,79574,2
16506,311,42879,56000,3
16512,2022,42850,279,30
16517,2945,42905,45600,1
16699,275,42982,1300,2
16703,1187,42957,2789,20
16732,3262,43031,119100,3
16750,682,42835,81884,3
16758,575,42848,1588,20
16783,1145,43003,44200,3
16795,3000,42821,65362,1
16827,1651,42757,1784.42,20
16840,1343,42774,604890,1
16841,147,42817,81312,2
16899,160,42873,56000,2
16923,1172,42886,498,30
16943,586,42921,75600,2
16969,2191,42994,57900,2
17069,1821,42826,53724,2
17072,2307,42865,199,20
17086,1594,42917,1351.35,20
17102,2621,42963,235500,3
17110,245,42754,123750,2
17138,158,42771,2554.2,20
17157,2327,42874,56000,2
17166,913,42861,542,20
17172,1096,42819,860.42,30
17191,1996,42845,823.24,20
17202,2742,42939,291500,2
17257,2788,42994,57900,2
17343,871,42844,181038,1
17345,2933,42848,158800,3
17407,931,42797,4845.5,20
17523,2243,43015,48300,2
17533,2092,42956,209300,3
17621,2003,42759,180048,2
17639,2019,42912,1654,20
17645,1653,42909,150000,2
17649,2013,42993,507,20
17720,2048,42884,49800,2
17739,237,42847,2846.58,20
17789,1292,43010,387,20
17806,657,43001,62500,2
17845,1916,43041,779,30
17848,3394,43031,1191,30
17934,958,42778,280764,2
18000,1892,42861,54200,3
18114,441,42978,11200,3
18118,1755,43026,53000,3
18209,226,42775,320606,2
18240,858,42810,1282.82,20
18293,1099,42859,610,30
18344,899,42998,52900,1
18346,1812,42970,300100,2
18359,3399,42985,145600,1
18435,157,42817,81312,20
18446,1552,42947,2974,20
18481,1392,42758,181918,2
18512,2279,42870,17800,1
18518,533,42860,58700,2
18524,2288,42874,56000,2
18541,1378,42843,68420,2
18574,112,42927,91,20
18580,2884,42900,245,20
18609,1155,42896,51500,1
18616,899,42998,529,20
18622,3015,42997,485,30
18674,580,43024,50800,2
18681,165,42913,1357,30
18730,136,42964,282400,2
18733,1990,43023,64300,1
18746,1964,42770,3597.22,20
18805,1856,42836,82324,2
18854,3004,42938,267900,2
18937,219,43037,1137,20
18939,740,43032,95300,1
18949,305,42944,3686,20
18955,2721,42851,137,30
19080,1630,42854,1115,20
19156,1249,42975,21500,2
19215,1105,43018,437,20
19273,776,42973,123,30
19351,1623,42868,199,20
19392,1727,42942,274900,1
19415,2452,42948,278600,1
19416,1112,42941,297100,1
19444,724,43015,483,20
19471,405,42958,376300,3
19490,441,42978,112,20
19569,296,42976,216,20
19600,1987,42769,303908,3
19612,1772,42810,128282,2
19623,1952,42800,164274,2
19688,1871,42925,3,20
19691,1099,42931,324,20
19700,2305,42936,354900,2
19718,3035,42914,1489,20
19744,3201,42965,2281,30
19753,3361,42970,300100,2
19789,95,43023,64300,2
19821,2894,42886,49800,2
19833,2777,42817,813.12,20
19843,2291,42966,3415,30
19856,366,42788,421.96,20
19859,1909,42797,4845.5,20
19921,2299,42884,49800,3
19923,1382,42845,82324,2
19940,2740,42906,321,20
19950,2889,42898,515,20
19952,1567,42910,1502,30
19993,2850,42985,145600,2
20005,1272,42981,52,20
20022,242,42995,36400,2
20072,2255,42769,3039.08,30
20104,1245,42989,413,20
20124,2017,42793,87186,3
20155,1297,42835,818.84,30
20156,599,42828,90618,1
20200,2001,42902,25800,2
20204,1242,42914,1489,30
20265,1142,42983,35400,1
20291,109,43018,437,20
20307,1619,43032,953,20
20312,29,42760,1637.24,20
20316,1806,42934,1789,20
20450,1410,42828,90618,3
20453,1530,42853,72700,3
20466,1400,42873,560,20
20477,1482,42926,79,30
20483,1879,42927,91,20
20619,1925,42999,54700,2
20677,1470,42799,153604,30
20699,2291,42816,1254.88,20
20702,3362,42812,37664,1
20713,2674,42787,136642,2
20738,3380,42836,82324,3
20741,1790,42877,560,20
20763,2734,42850,279,20
20814,2002,42892,515,30
20886,2647,43043,1159,30
20905,144,42811,25599200,2
20945,1908,42975,21500,1
20987,2958,42776,1423.4,30
20999,2882,42847,2846.58,30
21007,1500,42842,35332,2
21010,1370,42834,818.84,30
21065,2808,42895,51500,30
21081,1535,42909,150000,2
21113,1008,43011,38700,2
21114,2849,42993,507,20
21138,3237,42976,21600,2
21145,1208,42970,3001,30
21164,340,43034,1004,30
21203,45,42791,25828,2
21210,2096,42871,56000,2
21287,313,42878,560,20
21289,450,42838,897.38,20
21306,678,42876,560,20
21333,2663,42878,560,20
21336,2967,42867,19900,3
21339,454,42837,430.32,20
21354,1452,42918,78900,3
21412,3001,43003,44200,2
21485,579,42940,2162,20
21540,1692,43039,81500,2
21543,610,43043,115900,3
21559,1526,42788,42196,2
21603,1225,42851,13700,3
21619,1410,42828,90618,2
21622,1425,42870,178,20
21681,1034,42927,91,20
21758,1933,43026,53000,3
21773,1210,43032,95300,1
21776,321,42971,276200,1
21791,1376,42871,56000,1
21799,2257,42946,2173,20
21803,802,42951,304300,2
21814,1995,42837,430.32,20
21819,2096,42871,56000,1
21828,1069,42946,217300,1
21856,895,42764,1385.78,30
21867,1671,42760,1637.24,30
21888,450,42838,89738,2
22085,887,42861,54200,2
22111,471,42948,278600,1
22139,1558,42772,6569.86,30
22149,1245,42784,1748.78,20
22168,1012,42768,1923.68,20
22179,2039,42857,54200,3
22188,1188,42862,51200,1
22243,2808,42895,51500,2
22264,733,42906,321,20
22290,3003,43013,354,20
22314,1442,42977,11100,1
22327,32,42957,278900,1
22376,3031,42895,515,30
22392,1360,42848,158800,2
22455,1207,42874,56000,1
22475,444,42823,904.42,20
22501,916,42942,274900,2
22570,1608,42967,336500,3
22576,339,42979,113,20
22597,1622,42871,56000,2
22641,958,42899,199,20
22642,267,42906,32100,1
22757,1363,42895,51500,2
22776,851,42931,324,20
22835,2650,43022,422,20
22879,280,42872,560,20
22893,852,43043,1159,30
22953,234,42852,15200,1
23035,3353,42974,21400,2
23061,1144,43042,112100,2
23068,3019,43026,530,20
23120,1110,42888,49800,2
23139,992,42786,795.74,20
23296,1643,42967,3365,20
23301,30,42994,579,20
23307,1025,42975,215,20
23335,3350,42818,190762,3
23373,373,42810,128282,3
23430,1638,42878,56000,1
23452,1501,42904,13500,2
23485,390,42921,75600,3
23574,1872,42771,2554.2,20
23628,132,42813,37796,1
23689,538,42865,199,30
23697,229,42905,45600,3
23710,2820,42943,219000,2
23715,1730,42900,24500,2
23719,2652,42912,1654,20
23720,1636,42899,19900,2
23748,881,42962,224100,2
23793,2871,42884,498,20
23843,616,42767,3485.68,30
23875,1430,42872,56000,3
23876,1188,42835,81884,1
23912,556,42914,148900,3
23933,2782,42903,269,30
23939,2758,42984,258,20
23956,628,42953,3620,20
23957,881,42962,2241,20
23969,2708,42965,2281,20
24032,2996,42846,2846.58,30
24036,436,42864,19900,1
24073,132,42813,377.96,30
24095,321,42874,56000,3
24104,274,42866,199,20
24114,671,42861,54200,3
24139,60,42901,19600,3
24148,1385,42900,24500,2
24276,1355,42945,321000,1
24298,3184,42780,4028.86,30
24301,1377,42765,193842,2
24324,380,42839,35332,3
24331,29,42859,610,20
24371,2902,42913,1357,20
24433,1794,43025,55000,1
24471,2976,42793,871.86,20
24529,905,42772,656986,2
24576,1598,42876,560,20
24589,1338,42913,135700,2
24705,3029,42853,727,30
24785,1092,42884,49800,1
24818,3023,42873,560,20
24823,733,42915,176500,2
24824,3087,42909,150000,2
24878,746,42996,518,30
24914,196,43019,41300,2
24924,1178,42822,81686,2
24960,9,42846,284658,2
24973,935,42794,30536,1
25020,1144,42798,1556.28,20
25058,1112,42905,45600,2
25160,3291,43028,942,20
25319,3242,42928,123,20
25356,1848,42980,11400,3
25369,1822,42980,11400,2
25387,828,42960,4125,30
25405,39,43019,41300,2
25415,1072,42967,3365,20
25418,1178,42822,816.86,20
25426,576,43022,422,20
25486,177,42815,599.5,20
25518,1379,42877,56000,2
25535,205,42838,897.38,20
25542,1336,42867,199,20
25567,854,42925,300,1
25584,569,42913,135700,1
25605,1534,42965,2281,20
25693,806,43000,374,20
25708,2709,42769,3039.08,20
25716,289,42777,2557.5,30
25729,1425,42818,190762,2
25749,1237,42861,542,20
25751,2951,42843,68420,3
25786,851,42894,51500,2
25807,2671,42908,147800,1
25810,1147,42906,32100,1
25822,2933,42948,2786,20
25861,1227,43002,414,30
25878,2906,43019,413,20
25881,2881,43037,113700,2
25901,576,43022,42200,1
25928,1192,42848,158800,1
25934,1105,42950,2603,20
25993,2719,42884,49800,2
26000,892,42870,178,30
26043,11,42943,2190,30
26057,3004,42917,1351.35,2
26068,3245,42969,3839,20
26079,2784,43001,625,200
26087,170,42983,354,30
26122,2797,43027,461,20
26127,1187,43032,953,20
26140,184,42754,1237.5,20
26228,1063,42869,19900,2
26242,2904,42835,81884,1
26266,2936,42859,610,30
26310,2781,43002,414,20
26341,1193,42971,2762,20
26352,1624,43036,744,30
26405,1430,42821,653.62,20
26463,874,42775,320606,3
26476,178,42871,56000,3
26483,1649,42838,89738,3
26561,1094,43005,42100,1
26586,2940,42969,3839,20
26626,177,42956,209300,1
26631,184,42754,123750,3
26650,3363,42772,6569.86,20
26665,1141,42982,1300,2
26672,1038,42797,4845.5,20
26680,2620,42779,955504,2
26741,3362,42846,284658,1
26777,1656,42890,515,30
26790,721,43012,51000,1
26791,1543,43004,373,30
26852,1846,43037,113700,2
26863,2897,43043,1159,30
26866,936,42770,359722,1
26934,2846,42755,107932,2
26946,2772,42826,537.24,20
26980,1659,42827,51238,2
26998,2936,42859,61000,1
27053,169,43000,37400,3
27088,2805,43019,41300,1
27097,384,43036,74400,1
27109,178,42976,21600,3
27117,1373,42852,15200,2
27132,540,42788,421.96,20
27200,2982,42833,819.06,20
27203,3032,42856,48100,2
27317,2910,42994,57900,2
27385,2842,42955,2366,20
27457,1397,42819,86042,2
27511,57,42905,456,30
27539,804,42952,397800,3
27542,2454,42953,3620,30
27545,1117,43007,407,30
27625,669,42983,35400,3
27631,2635,43022,422,30
27697,321,42880,560,20
27706,1159,42821,65362,2
27719,1171,42823,90442,2
27762,1601,42948,278600,2
27769,2944,42900,245,30
27806,1834,42994,579,30
27839,1547,43023,64300,3
27863,1275,43032,953,20
27895,1351,42944,3686,20
27907,2967,43032,953,30
27926,1325,42816,1254.88,20
27935,1713,42785,1597.42,20
27942,1626,42873,56000,2
27968,24,42842,35332,2
27996,467,42945,3210,20
28089,1285,42763,2118.38,30
28102,3361,42876,56000,3
28132,2789,42898,51500,2
28133,1557,42908,147800,2
28134,175,42928,12300,2
28135,511,42991,438,20
28167,908,42797,4845.5,30
28172,1432,42829,906.18,20
28185,1847,42848,158800,2
28191,3159,42872,56000,2
28240,1115,42895,51500,1
28265,1064,42957,278900,2
28270,3359,42996,51800,3
28293,294,42956,2093,20
28294,2906,42955,2366,20
28295,2684,42987,456,20
28296,536,43012,510,20
28301,1646,42974,214,20
28395,1473,42763,2118.38,20
28416,692,42756,63866,3
28420,642,42845,823.24,20
28443,1285,42855,113000,1
28445,2954,42859,61000,3
28473,1826,42948,2786,20
28624,1156,42829,90618,1
28652,1374,42788,421.96,20
28654,1604,42812,376.64,20
28670,311,42801,280280,1
28726,1514,42922,74100,1
28743,1826,42944,3686,30
28752,836,42885,49800,3
28786,1762,42991,43800,2
28790,1737,42953,3620,30
28801,2703,42951,304300,2
28806,1840,42951,304300,1
28825,1147,43037,1137,20
28827,462,43025,55000,3
28839,135,42783,245234,1
28840,1443,42788,421.96,20
28846,620,42755,1079.32,20
28853,317,42854,111500,2
28859,1717,42902,25800,20
28910,1138,42787,136642,2
28925,3041,42798,1556.28,20
28938,2788,42864,19900,1
28944,346,42858,50500,2
28960,385,42865,199,20
28998,828,42912,165400,1
29020,356,42943,219000,1
29043,1101,42991,438,30
29065,1165,42977,11100,2
29110,3041,42990,353,30
29124,1056,42828,90618,2
29145,3406,42964,282400,1
29208,911,42853,72700,2
29212,1532,42847,284658,2
29218,159,42842,35332,20
29238,1873,42901,19600,3
29261,2956,42888,498,30
29267,1309,42926,79,30
29297,1736,42985,1456,20
29330,2640,43043,115900,1
29379,1683,42883,49800,2
29412,3333,42788,42196,2
29449,1821,42881,498,20
29530,1309,42926,7900,2
29601,770,43039,815,30
29643,3127,43006,51900,2
29673,890,42767,3485.68,30
29688,856,42759,180048,3
29791,1423,42930,156,30
29801,275,43000,37400,1
29812,132,43010,38700,2
29813,24,42969,383900,2
29937,856,42810,1282.82,20
29993,525,42880,56000,2
30002,679,42868,19900,2
30006,3005,42836,82324,2
30012,2889,42914,148900,1
30087,2987,42985,1456,20
30097,727,43036,744,20
30098,3360,43018,43700,2
30134,1409,42831,36960,1
30141,913,43013,354,20
30178,3203,42782,3373.92,20
30203,1628,42795,54318,3
30224,3142,42837,43032,1
30240,725,42834,81884,2
30260,466,42846,284658,2
30300,1668,42897,51500,2
30322,1086,43007,40700,3
30329,1430,42954,255400,2
30335,1581,43013,35400,3
30376,79,42859,61000,2
30382,559,42948,278600,2
30421,1200,42907,45600,2
30447,1864,42797,484550,3
