1127,28,42799,1536.04,1,7,7,2016
2199,10,42761,1384.46,3,15,7,2016
2457,9,42775,3206.06,3,18,7,2016
1175,16,42788,421.96,1,26,7,2016
2363,25,42780,4028.86,3,3,8,2016
2652,10,42793,871.86,3,5,8,2016
1222,23,42812,376.64,1,13,8,2016
2630,8,42765,1938.42,3,22,8,2016
2704,31,42800,1642.74,3,24,8,2016
1270,3,42769,3039.08,1,2,9,2016
2687,4,42769,3039.08,3,9,9,2016
2760,22,42779,9555.04,3,13,9,2016
1317,25,42793,871.86,1,21,9,2016
2739,15,42761,1384.46,3,29,9,2016
2813,3,42784,1748.78,3,1,10,2016
1365,4,42766,7011.62,1,10,10,2016
2795,28,42755,1079.32,3,18,10,2016
2871,3,42765,1938.42,3,20,10,2016
1413,25,42781,2098.8,1,28,10,2016
2851,17,42816,1254.88,3,4,11,2016
2925,24,42761,1384.46,3,8,11,2016
1463,24,42794,305.36,1,16,11,2016
2903,5,42787,1366.42,3,24,11,2016
2973,2,42786,795.74,3,26,11,2016
1517,23,42756,638.66,1,6,12,2016
2954,4,42792,479.82,3,13,12,2016
3021,31,42787,1366.42,3,15,12,2016
1569,16,42798,1556.28,1,23,12,2016
3004,1,42757,1784.42,3,31,12,2016
3137,29,42765,1938.42,3,4,1,2017
1617,3,42768,1923.68,1,12,1,2017
3080,4,42764,1385.78,3,19,1,2017
3247,22,42776,1423.4,3,23,1,2017
1665,19,42809,0,1,30,1,2017
3222,10,42781,2098.8,3,7,2,2017
3353,3,42737,1658,3,10,2,2017
1712,22,42767,3485.68,1,18,2,2017
3322,8,42811,2559.92,3,25,2,2017
3400,9,42778,2807.64,3,1,3,2017
1758,30,42800,1642.74,1,9,3,2017
3383,24,42812,376.64,3,16,3,2017
41,3,42789,218.02,3,21,3,2017
1806,10,42803,244444000,1,28,3,2017
24,4,42757,1784.42,3,6,4,2017
98,6,42774,6048.9,3,8,4,2017
1854,26,42737,1658,1,17,4,2017
75,23,42775,3206.06,3,25,4,2017
149,9,42784,1748.78,3,27,4,2017
1951,6,42770,3597.22,1,5,5,2017
129,18,42817,813.12,3,12,5,2017
202,5,42776,1423.4,3,16,5,2017
2098,1,42771,2554.2,1,24,5,2017
184,18,42754,1237.5,3,1,6,2017
266,11,42775,3206.06,3,3,6,2017
2246,5,42807,0,1,10,6,2017
242,14,42804,244444000,3,20,6,2017
324,1,42798,1556.28,3,22,6,2017
2456,28,42737,1658,1,30,6,2017
303,26,42806,0,3,8,7,2017
371,7,42765,1938.42,3,12,7,2017
2651,30,42769,3039.08,1,19,7,2017
354,5,42783,2452.34,3,27,7,2017
419,2,42803,244444000,3,29,7,2017
2703,12,42785,1597.42,1,7,8,2017
401,31,42758,1819.18,3,16,8,2017
474,10,42814,369.82,3,17,8,2017
2759,28,42793,871.86,1,25,8,2017
456,12,42770,3597.22,3,4,9,2017
523,8,42791,258.28,3,6,9,2017
2812,5,42798,1556.28,1,13,9,2017
507,13,42802,0,3,21,9,2017
571,26,42806,0,3,25,9,2017
2868,27,42776,1423.4,1,3,10,2017
554,4,42761,1384.46,3,11,10,2017
620,21,42755,1079.32,3,14,10,2017
2921,8,42781,2098.8,1,21,10,2017
601,26,42785,1597.42,3,30,10,2017
671,7,42780,4028.86,3,1,11,2017
2969,14,42796,457.82,1,9,11,2017
650,23,42799,1536.04,3,17,11,2017
718,17,42806,0,3,20,11,2017
3019,28,42754,1237.5,1,28,11,2017
700,17,42812,376.64,3,6,12,2017
775,4,42758,1819.18,3,9,12,2017
3132,27,42803,244444000,1,16,12,2017
748,8,42799,1536.04,3,25,12,2017
838,22,42772,6569.86,3,28,12,2017
3246,7,42775,3206.06,1,4,1,2018
816,6,42799,1536.04,3,12,1,2018
885,29,42796,457.82,3,16,1,2018
3350,12,42818,1907.62,1,23,1,2018
868,29,42761,1384.46,3,1,2,2018
936,18,42770,3597.22,3,3,2,2018
3399,3,42792,479.82,1,10,2,2018
919,26,42783,2452.34,3,20,2,2018
987,10,42789,218.02,3,22,2,2018
40,8,42803,244444000,1,2,3,2018
969,13,42817,813.12,3,9,3,2018
1037,16,42801,2802.8,3,13,3,2018
96,24,42812,376.64,1,21,3,2018
1019,6,42778,2807.64,3,29,3,2018
1085,26,42817,813.12,3,31,3,2018
146,4,42767,3485.68,1,10,4,2018
1067,2,42780,4028.86,3,17,4,2018
1133,31,42766,7011.62,3,20,4,2018
199,28,42758,1819.18,1,28,4,2018
1115,21,42796,457.82,3,5,5,2018
1181,22,42737,1658,3,9,5,2018
262,3,42800,1642.74,1,17,5,2018
1163,3,42812,376.64,3,24,5,2018
1228,17,42789,218.02,3,28,5,2018
322,5,42780,4028.86,1,5,6,2018
1211,16,42812,376.64,3,12,6,2018
1276,14,42785,1597.42,3,15,6,2018
369,13,42808,244444000,1,23,6,2018
1259,30,42772,6569.86,3,2,7,2018
1323,20,42809,0,3,4,7,2018
417,18,42796,457.82,1,12,7,2018
1307,4,42761,1384.46,3,20,7,2018
1371,1,42781,2098.8,3,23,7,2018
472,6,42816,1254.88,1,31,7,2018
1353,13,42803,244444000,3,8,8,2018
1418,15,42806,0,3,10,8,2018
522,1,42770,3597.22,1,20,8,2018
1401,25,42774,6048.9,3,27,8,2018
1469,31,42801,2802.8,3,29,8,2018
570,23,42807,0,1,6,9,2018
1450,12,42796,457.82,3,14,9,2018
1523,11,42808,244444000,3,17,9,2018
618,9,42764,1385.78,1,26,9,2018
1503,12,42759,1800.48,3,4,10,2018
1575,29,42816,1254.88,3,5,10,2018
665,20,42803,244444000,1,15,10,2018
1554,21,42770,3597.22,3,23,10,2018
1623,27,42802,0,3,25,10,2018
715,28,42816,1254.88,1,2,11,2018
1604,5,42783,2452.34,3,10,11,2018
1670,3,42804,244444000,3,13,11,2018
773,31,42814,369.82,1,21,11,2018
1654,13,42809,0,3,28,11,2018
1718,2,42784,1748.78,3,1,12,2018
836,30,42813,377.96,1,10,12,2018
1701,20,42769,3039.08,3,18,12,2018
1765,8,42808,244444000,3,20,12,2018
884,13,42795,543.18,1,28,12,2018
1748,26,42777,2557.5,3,5,1,2019
1812,13,42766,7011.62,3,9,1,2019
935,13,42764,1385.78,1,17,1,2019
1795,1,42802,0,3,24,1,2019
1860,8,42804,244444000,3,26,1,2019
986,25,42781,2098.8,1,5,2,2019
1842,4,42760,1637.24,3,13,2,2019
1967,4,42774,6048.9,3,15,2,2019
1035,24,42758,1819.18,1,23,2,2019
1913,3,42812,376.64,3,2,3,2019
2115,5,42768,1923.68,3,6,3,2019
1082,30,42782,3373.92,1,14,3,2019
2060,2,42807,0,3,21,3,2019
2261,4,42779,9555.04,3,25,3,2019
1130,2,42800,1642.74,1,2,4,2019
2207,10,42773,8703.64,3,10,4,2019
2486,25,42787,1366.42,3,12,4,2019
1178,12,42816,1254.88,1,20,4,2019
2379,27,42770,3597.22,3,29,4,2019
2656,19,42815,599.5,3,1,5,2019
1226,17,42765,1938.42,1,10,5,2019
2632,24,42796,457.82,3,17,5,2019
2709,3,42793,871.86,3,20,5,2019
1275,20,42816,1254.88,1,28,5,2019
2691,11,42777,2557.5,3,5,6,2019
2766,30,42792,479.82,3,7,6,2019
1322,12,42786,795.74,1,17,6,2019
2747,9,42804,244444000,3,24,6,2019
2819,2,42804,244444000,3,26,6,2019
1370,14,42770,3597.22,1,5,7,2019
2800,3,42813,377.96,3,12,7,2019
2875,9,42781,2098.8,3,16,7,2019
1416,6,42808,244444000,1,24,7,2019
2857,9,42754,1237.5,3,1,8,2019
2928,13,42786,795.74,3,3,8,2019
1466,3,42776,1423.4,1,12,8,2019
2908,25,42764,1385.78,3,20,8,2019
2975,19,42811,2559.92,3,22,8,2019
1520,11,42789,218.02,1,30,8,2019
2958,31,42779,9555.04,3,7,9,2019
3023,25,42818,1907.62,3,10,9,2019
1571,21,42770,3597.22,1,19,9,2019
3006,16,42801,2802.8,3,26,9,2019
3145,18,42780,4028.86,3,28,9,2019
1621,11,42798,1556.28,1,7,10,2019
3087,21,42810,1282.82,3,15,10,2019
3256,19,42788,421.96,3,17,10,2019
1669,24,42813,377.96,1,25,10,2019
3230,29,42754,1237.5,3,4,11,2019
3358,4,42798,1556.28,3,5,11,2019
1717,6,42814,369.82,1,13,11,2019
3333,28,42788,421.96,3,21,11,2019
3405,9,42760,1637.24,3,25,11,2019
1763,20,42802,0,1,3,12,2019
3388,28,42791,258.28,3,10,12,2019
46,9,42787,1366.42,3,14,12,2019
1811,19,42782,3373.92,1,21,12,2019
29,23,42803,244444000,3,30,12,2019
103,30,42817,813.12,3,1,1,2020
1858,25,42806,0,1,9,1,2020
81,27,42763,2118.38,3,18,1,2020
152,17,42781,2098.8,3,21,1,2020
1962,2,42789,218.02,1,28,1,2020
135,10,42808,244444000,3,5,2,2020
204,18,42798,1556.28,3,8,2,2020
2108,3,42769,3039.08,1,17,2,2020
188,1,42757,1784.42,3,25,2,2020
268,12,42808,244444000,3,27,2,2020
2255,9,42769,3039.08,1,6,3,2020
246,19,42762,2106.06,3,14,3,2020
327,9,42805,244444000,3,17,3,2020
2463,25,42817,813.12,1,24,3,2020
307,10,42771,2554.2,3,2,4,2020
375,19,42754,1237.5,3,6,4,2020
2653,17,42779,9555.04,1,13,4,2020
357,26,42783,2452.34,3,21,4,2020
423,25,42769,3039.08,3,24,4,2020
2706,24,42779,9555.04,1,1,5,2020
405,20,42799,1536.04,3,9,5,2020
481,10,42777,2557.5,3,13,5,2020
2763,12,42815,599.5,1,20,5,2020
461,7,42801,2802.8,3,28,5,2020
529,27,42824,584.76,3,1,1,2015
2817,24,42875,560,1,8,1,2015
512,12,42877,560,3,16,1,2015
576,25,42866,199,3,20,1,2015
2874,23,42823,904.42,1,28,1,2015
559,10,42851,137,3,5,2,2015
625,26,42836,823.24,3,7,2,2015
2927,28,42836,823.24,1,16,2,2015
608,4,42832,818.84,3,24,2,2015
674,25,42857,542,3,26,2,2015
2975,16,42882,498,1,5,3,2015
655,23,42829,906.18,3,14,3,2015
721,17,42882,498,3,17,3,2015
3023,6,42837,430.32,1,25,3,2015
704,18,42851,137,3,2,4,2015
779,10,42822,816.86,3,6,4,2015
3143,23,42862,512,1,13,4,2015
753,25,42872,560,3,21,4,2015
842,14,42878,560,3,23,4,2015
3249,19,42842,353.32,1,1,5,2015
819,3,42865,199,3,9,5,2015
890,17,42828,906.18,3,13,5,2015
3355,5,42847,2846.58,1,20,5,2015
871,7,42844,1810.38,3,29,5,2015
942,3,42860,587,3,1,6,2015
3403,11,42862,512,1,8,6,2015
923,27,42853,727,3,17,6,2015
993,15,42837,430.32,3,19,6,2015
45,2,42863,398,1,27,6,2015
975,14,42862,512,3,6,7,2015
1042,14,42871,560,3,8,7,2015
101,10,42835,818.84,1,17,7,2015
1024,16,42872,560,3,24,7,2015
1089,3,42834,818.84,3,28,7,2015
152,7,42871,560,1,4,8,2015
1072,21,42860,587,3,12,8,2015
1137,3,42871,560,3,14,8,2015
204,2,42838,897.38,1,24,8,2015
1120,20,42840,353.32,3,31,8,2015
1184,22,42829,906.18,3,3,9,2015
268,9,42842,353.32,1,11,9,2015
1167,27,42864,199,3,18,9,2015
1231,4,42855,1130,3,22,9,2015
325,9,42858,505,1,30,9,2015
1214,15,42823,904.42,3,8,10,2015
1280,2,42854,1115,3,10,10,2015
372,1,42883,498,1,19,10,2015
1262,25,42846,2846.58,3,27,10,2015
1328,21,42870,178,3,29,10,2015
420,2,42869,199,1,6,11,2015
1310,1,42833,819.06,3,14,11,2015
1376,10,42871,560,3,17,11,2015
476,6,42871,560,1,25,11,2015
1358,6,42849,1542,3,3,12,2015
1424,8,42846,2846.58,3,5,12,2015
527,23,42881,498,1,14,12,2015
1406,3,42865,199,3,22,12,2015
1475,28,42880,560,3,24,12,2015
575,26,42830,486.42,1,2,1,2016
1456,21,42834,818.84,3,9,1,2016
1527,17,42839,353.32,3,13,1,2016
623,14,42855,1130,1,21,1,2016
1510,15,42857,542,3,28,1,2016
1578,28,42856,481,3,1,2,2016
672,7,42860,587,1,9,2,2016
1560,6,42828,906.18,3,17,2,2016
1627,4,42826,537.24,3,19,2,2016
720,30,42831,369.6,1,27,2,2016
1609,14,42863,398,3,5,3,2016
1673,30,42874,560,3,9,3,2016
776,5,42826,537.24,1,18,3,2016
1657,26,42819,860.42,3,25,3,2016
1722,13,42837,430.32,3,28,3,2016
839,1,42823,904.42,1,6,4,2016
1704,3,42844,1810.38,3,13,4,2016
1770,23,42854,1115,3,15,4,2016
887,10,42861,542,1,23,4,2016
1751,23,42869,199,3,2,5,2016
1818,29,42869,199,3,4,5,2016
939,5,42870,178,1,12,5,2016
1800,17,42832,818.84,3,20,5,2016
1865,5,42830,486.42,3,24,5,2016
991,16,42879,560,1,31,5,2016
1848,29,42848,1588,3,8,6,2016
1984,10,42831,369.6,3,11,6,2016
1041,8,42825,554.18,1,20,6,2016
1930,7,42861,542,3,27,6,2016
2132,3,42834,818.84,3,30,6,2016
1088,19,42832,818.84,1,8,7,2016
2077,2,42873,560,3,15,7,2016
2279,7,42824,584.76,3,19,7,2016
1135,31,42869,199,1,27,7,2016
2225,9,42823,904.42,3,4,8,2016
2533,19,42843,684.2,3,6,8,2016
1183,13,42845,823.24,1,15,8,2016
2441,30,42879,560,3,22,8,2016
2660,25,42850,279,3,25,8,2016
1230,20,42869,199,1,2,9,2016
2643,8,42863,398,3,10,9,2016
2712,28,42858,505,3,13,9,2016
1278,16,42826,537.24,1,22,9,2016
2695,11,42870,178,3,29,9,2016
2769,26,42833,819.06,3,3,10,2016
1325,30,42851,137,1,11,10,2016
2750,24,42874,560,3,18,10,2016
2822,10,42883,498,3,20,10,2016
1373,19,42852,152,1,29,10,2016
2803,27,42879,560,3,5,11,2016
2880,10,42848,1588,3,9,11,2016
1421,7,42869,199,1,17,11,2016
2861,14,42881,498,3,24,11,2016
2933,7,42848,1588,3,28,11,2016
1473,1,42863,398,1,6,12,2016
2912,9,42820,652.74,3,14,12,2016
2981,23,42857,542,3,16,12,2016
1525,23,42882,498,1,24,12,2016
2963,7,42827,512.38,3,2,1,2017
3029,17,42853,727,3,4,1,2017
1577,2,42864,199,1,12,1,2017
3012,29,42838,897.38,3,20,1,2017
3159,8,42827,512.38,3,24,1,2017
1625,17,42829,906.18,1,1,2,2017
3102,23,42847,2846.58,3,8,2,2017
3264,15,42819,860.42,3,11,2,2017
1672,23,42853,727,1,20,2,2017
3239,17,42842,353.32,3,27,2,2017
3361,20,42876,560,3,1,3,2017
1720,21,42824,584.76,1,10,3,2017
3341,7,42850,279,3,17,3,2017
1,12,42823,904.42,3,22,3,2017
1767,6,42820,652.74,1,29,3,2017
3391,27,42869,199,3,5,4,2017
50,19,42873,560,3,8,4,2017
1815,30,42835,818.84,1,17,4,2017
32,1,42881,498,3,25,4,2017
107,14,42873,560,3,27,4,2017
1863,9,42853,727,1,5,5,2017
86,27,42827,512.38,3,15,5,2017
158,16,42883,498,3,16,5,2017
1977,1,42833,819.06,1,25,5,2017
138,7,42836,823.24,3,2,6,2017
210,6,42835,818.84,3,5,6,2017
2124,1,42866,199,1,12,6,2017
192,6,42841,353.32,3,21,6,2017
275,6,42839,353.32,3,23,6,2017
2272,5,42827,512.38,1,1,7,2017
252,27,42835,818.84,3,10,7,2017
332,1,42864,199,3,12,7,2017
2528,4,42846,2846.58,1,20,7,2017
313,28,42870,178,3,28,7,2017
379,31,42822,816.86,3,1,8,2017
2659,11,42835,818.84,1,8,8,2017
362,8,42853,727,3,16,8,2017
426,12,42847,2846.58,3,19,8,2017
2711,29,42850,279,1,26,8,2017
409,31,42881,498,3,4,9,2017
484,12,42853,727,3,7,9,2017
2768,30,42847,2846.58,1,14,9,2017
464,15,42827,512.38,3,23,9,2017
532,24,42824,584.76,3,26,9,2017
2820,2,42856,481,1,3,10,2017
515,28,42859,610,3,11,10,2017
580,12,42840,353.32,3,14,10,2017
2876,13,42834,818.84,1,23,10,2017
562,20,42884,498,3,30,10,2017
629,26,42854,1115,3,2,11,2017
2930,15,42880,560,1,9,11,2017
611,10,42883,498,3,17,11,2017
678,13,42825,554.18,3,22,11,2017
2978,19,42829,906.18,1,29,11,2017
659,21,42833,819.06,3,7,12,2017
726,1,42874,560,3,9,12,2017
3027,9,42843,684.2,1,18,12,2017
709,28,42830,486.42,3,26,12,2017
785,25,42824,584.76,3,29,12,2017
3156,20,42869,199,1,5,1,2018
765,24,42843,684.2,3,13,1,2018
846,19,42829,906.18,3,17,1,2018
3263,13,42852,152,1,24,1,2018
824,23,42864,199,3,1,2,2018
893,1,42854,1115,3,5,2,2018
3359,4,42878,560,1,12,2,2018
876,12,42823,904.42,3,21,2,2018
945,1,42870,178,3,23,2,2018
3407,8,42850,279,1,2,3,2018
927,24,42840,353.32,3,12,3,2018
995,18,42875,560,3,14,3,2018
48,22,42860,587,1,22,3,2018
978,20,42858,505,3,30,3,2018
1046,19,42835,818.84,3,2,4,2018
104,19,42870,178,1,10,4,2018
1028,29,42826,537.24,3,18,4,2018
1094,1,42851,137,3,20,4,2018
154,27,42838,897.38,1,30,4,2018
1075,15,42866,199,3,7,5,2018
1141,21,42838,897.38,3,10,5,2018
207,12,42845,823.24,1,18,5,2018
1123,11,42883,498,3,25,5,2018
1189,22,42879,560,3,28,5,2018
273,30,42829,906.18,1,6,6,2018
1172,7,42845,823.24,3,13,6,2018
1237,12,42853,727,3,16,6,2018
330,6,42839,353.32,1,25,6,2018
1219,17,42871,560,3,2,7,2018
1285,11,42833,819.06,3,5,7,2018
377,30,42873,560,1,13,7,2018
1267,16,42838,897.38,3,21,7,2018
1331,2,42867,199,3,24,7,2018
425,18,42862,512,1,1,8,2018
1315,4,42827,512.38,3,9,8,2018
1379,29,42837,430.32,3,11,8,2018
483,26,42868,199,1,20,8,2018
1362,10,42851,137,3,28,8,2018
1426,11,42878,560,3,30,8,2018
530,4,42827,512.38,1,8,9,2018
1409,22,42831,369.6,3,15,9,2018
1478,18,42821,653.62,3,19,9,2018
577,29,42851,137,1,27,9,2018
1458,13,42852,152,3,4,10,2018
1531,29,42828,906.18,3,8,10,2018
626,18,42821,653.62,1,16,10,2018
1513,20,42857,542,3,23,10,2018
1583,9,42837,430.32,3,26,10,2018
676,24,42833,819.06,1,3,11,2018
1565,4,42867,199,3,10,11,2018
1631,28,42861,542,3,14,11,2018
724,30,42849,1542,1,22,11,2018
1614,21,42880,560,3,29,11,2018
1679,11,42843,684.2,3,3,12,2018
783,17,42869,199,1,11,12,2018
1662,12,42867,199,3,18,12,2018
1726,30,42840,353.32,3,21,12,2018
844,14,42881,498,1,29,12,2018
1709,4,42837,430.32,3,7,1,2019
1773,5,42865,199,3,9,1,2019
892,16,42865,199,1,17,1,2019
1757,6,42821,653.62,3,25,1,2019
1820,10,42823,904.42,3,29,1,2019
944,19,42819,860.42,1,6,2,2019
1803,29,42858,505,3,13,2,2019
1868,23,42861,542,3,15,2,2019
994,22,42838,897.38,1,25,2,2019
1850,6,42883,498,3,4,3,2019
1993,4,42833,819.06,3,7,3,2019
1043,31,42859,610,1,15,3,2019
1938,8,42858,505,3,22,3,2019
2140,9,42842,353.32,3,26,3,2019
1090,20,42870,178,1,3,4,2019
2085,10,42835,818.84,3,11,4,2019
2287,9,42841,353.32,3,13,4,2019
1139,5,42834,818.84,1,22,4,2019
2232,5,42833,819.06,3,30,4,2019
2562,25,42824,584.76,3,2,5,2019
1187,18,42849,1542,1,10,5,2019
2450,15,42853,727,3,18,5,2019
2665,21,42838,897.38,3,21,5,2019
1235,31,42849,1542,1,29,5,2019
2646,20,42861,542,3,6,6,2019
2719,5,42843,684.2,3,8,6,2019
1283,17,42876,560,1,17,6,2019
2699,25,42863,398,3,25,6,2019
2775,21,42837,430.32,3,28,6,2019
1330,29,42851,137,1,6,7,2019
2756,23,42856,481,3,13,7,2019
2829,29,42837,430.32,3,17,7,2019
1378,28,42831,369.6,1,25,7,2019
2808,20,42878,560,3,1,8,2019
2884,1,42836,823.24,3,5,8,2019
1424,19,42865,199,1,13,8,2019
2866,27,42873,560,3,20,8,2019
2936,27,42843,684.2,3,23,8,2019
1476,16,42829,906.18,1,31,8,2019
2918,26,42881,498,3,7,9,2019
2983,15,42869,199,3,11,9,2019
1528,7,42861,542,1,19,9,2019
2966,3,42837,430.32,3,27,9,2019
3032,29,42851,137,3,30,9,2019
1580,26,42870,178,1,8,10,2019
3014,11,42859,610,3,16,10,2019
3172,28,42853,727,3,18,10,2019
1629,1,42885,498,1,26,10,2019
3116,28,42845,823.24,3,4,11,2019
3279,29,42848,1588,3,6,11,2019
1677,4,42834,818.84,1,15,11,2019
3242,28,42843,684.2,3,22,11,2019
3366,5,42857,542,3,25,11,2019
1725,7,42873,560,1,3,12,2019
3347,28,42864,199,3,11,12,2019
6,5,42879,560,3,14,12,2019
1772,28,42841,353.32,1,23,12,2019
3396,27,42849,1542,3,30,12,2019
55,2,42866,199,3,2,1,2020
1819,16,42839,353.32,1,10,1,2020
37,7,42871,560,3,18,1,2020
111,23,42875,560,3,21,1,2020
1866,22,42863,398,1,29,1,2020
91,17,42830,486.42,3,7,2,2020
161,28,42828,906.18,3,10,2,2020
1986,1,42885,498,1,17,2,2020
144,16,42863,398,3,25,2,2020
212,17,42855,1130,3,28,2,2020
2133,10,42879,560,1,6,3,2020
196,7,42880,560,3,14,3,2020
280,9,42836,823.24,3,18,3,2020
2280,9,42824,584.76,1,26,3,2020
256,31,42882,498,3,2,4,2020
335,25,42825,554.18,3,7,4,2020
2533,20,42839,353.32,1,14,4,2020
317,21,42854,1115,3,22,4,2020
384,26,42853,727,3,24,4,2020
2662,24,42878,560,1,1,5,2020
365,27,42869,199,3,11,5,2020
431,24,42827,512.38,3,14,5,2020
2715,21,42864,199,1,21,5,2020
413,2,42820,652.74,3,30,5,2020
490,8,42890,515,3,2,1,2015
2774,20,42907,456,1,9,1,2015
469,21,42887,498,3,19,1,2015
537,3,42926,79,3,21,1,2015
2828,17,42941,2971,1,28,1,2015
520,2,42949,2015,3,5,2,2015
585,5,42910,1502,3,9,2,2015
2883,5,42944,3686,1,16,2,2015
567,7,42911,1789,3,25,2,2015
633,29,42893,515,3,27,2,2015
2935,14,42902,258,1,7,3,2015
616,21,42897,515,3,16,3,2015
682,7,42915,1765,3,18,3,2015
2983,13,42939,2915,1,25,3,2015
663,30,42930,156,3,3,4,2015
729,29,42939,2915,3,6,4,2015
3031,11,42895,515,1,14,4,2015
712,31,42908,1478,3,22,4,2015
790,21,42903,269,3,25,4,2015
3163,2,42929,321,1,2,5,2015
769,7,42916,1356,3,11,5,2015
850,20,42899,199,3,14,5,2015
3270,14,42921,756,1,21,5,2015
828,2,42935,2456,3,29,5,2015
898,2,42915,1765,3,2,6,2015
3363,19,42933,1154,1,9,6,2015
880,11,42944,3686,3,17,6,2015
951,29,42906,321,3,20,6,2015
4,1,42936,3549,1,29,6,2015
932,7,42887,498,3,7,7,2015
1001,1,42903,269,3,9,7,2015
53,16,42949,2015,1,17,7,2015
984,18,42895,515,3,25,7,2015
1050,28,42932,156,3,28,7,2015
109,11,42894,515,1,6,8,2015
1033,15,42918,789,3,13,8,2015
1097,1,42891,515,3,17,8,2015
160,24,42936,3549,1,24,8,2015
1080,21,42926,79,3,1,9,2015
1145,16,42928,123,3,3,9,2015
212,2,42904,135,1,12,9,2015
1128,18,42897,515,3,19,9,2015
1192,14,42887,498,3,23,9,2015
279,29,42894,515,1,1,10,2015
1175,24,42921,756,3,8,10,2015
1241,2,42938,2679,3,10,10,2015
334,20,42905,456,1,20,10,2015
1222,15,42946,2173,3,27,10,2015
1289,4,42888,498,3,30,10,2015
380,29,42939,2915,1,7,11,2015
1270,9,42904,135,3,16,11,2015
1337,1,42904,135,3,18,11,2015
429,19,42902,258,1,26,11,2015
1319,23,42932,156,3,3,12,2015
1384,11,42930,156,3,7,12,2015
487,26,42886,498,1,16,12,2015
1367,2,42949,2015,3,22,12,2015
1432,25,42911,1789,3,25,12,2015
535,3,42902,258,1,4,1,2016
1415,7,42898,515,3,11,1,2016
1486,24,42941,2971,3,13,1,2016
583,25,42888,498,1,22,1,2016
1464,5,42902,258,3,29,1,2016
